ANO;BIMESTRE;COMPONENTE;CURSO;QT
2025;3;918115;918;199
2025;3;918122;918;215
2025;4;999205;918;96
2025;4;907114;907;191
2025;3;907115;700;103
2025;3;951012;951;86
2025;4;999214;951;81
2025;3;946031;946;83
2025;3;999203;953;239
2025;4;916053;917;4
2025;3;999233;908;13
2025;3;918155;918;107
2025;3;916050;917;18
2025;4;916054;917;17
2025;3;906052;906;1
2025;3;912097;906;4
2025;4;963009;997;49
2025;3;999213;997;38
2025;4;999214;997;38
2025;3;926061;951;305
2025;4;934062;951;250
2025;4;999205;951;250
2025;3;947000;948;436
2025;3;948044;948;1193
2025;3;918124;948;63
2025;4;947013;948;184
2025;3;948002;948;324
2025;4;948060;948;190
2025;4;907146;931;160
2025;3;907155;931;166
2025;3;947027;948;134
2025;3;948028;948;131
2025;3;906082;901;1
2025;3;906084;901;2
2025;3;906088;901;16
2025;3;945018;945;6
2025;3;935009;993;30
2025;4;925107;925;17
2025;3;999217;925;29
2025;4;700256;903;19
2025;3;999218;903;19
2025;3;907141;907;757
2025;3;900014;924;11
2025;4;914027;924;13
2025;3;700251;700;27
2025;3;913057;913;35
2025;3;953059;913;27
2025;3;900010;907;24
2025;4;948026;948;213
2025;4;948052;948;209
2025;3;999212;912;108
2025;3;999217;912;581
2025;4;910102;944;66
2025;4;910106;948;115
2025;3;907061;907;38
2025;3;907095;907;43
2025;3;980227;907;30
2025;4;999207;975;29
2025;4;967021;967;34
2025;3;909061;909;57
2025;3;950025;971;12
2025;3;913075;958;201
2025;3;953063;958;193
2025;4;999203;951;115
2025;4;938019;938;11
2025;3;907103;907;18
2025;3;954021;954;133
2025;4;954023;954;113
2025;3;900011;941;8
2025;3;918101;941;32
2025;3;919075;941;31
2025;3;941021;941;19
2025;3;913027;941;18
2025;4;918055;941;11
2025;3;918098;941;16
2025;4;941017;941;10
2025;4;941022;941;10
2025;3;900010;931;1
2025;3;907051;931;4
2025;3;907100;931;5
2025;4;987005;987;332
2025;4;993004;993;6
2025;4;993005;993;6
2025;3;999202;675;45
2025;3;912134;909;71
2025;3;912113;912;492
2025;3;944035;944;34
2025;4;944044;944;31
2025;4;913090;913;59
2025;3;999201;913;73
2025;4;904103;924;28
2025;4;999219;924;28
2025;3;999202;986;29
2025;3;999203;986;54
2025;3;910062;902;2
2025;3;907111;700;45
2025;3;999206;700;40
2025;4;949012;949;41
2025;3;999207;953;57
2025;4;999209;953;52
2025;4;948004;948;240
2025;4;918106;948;195
2025;3;912130;952;111
2025;4;918161;919;52
2025;3;919081;919;50
2025;3;919107;919;92
2025;3;919005;919;15
2025;3;919066;919;60
2025;3;926040;926;52
2025;3;900014;993;29
2025;3;999204;913;385
2025;3;999207;946;38
2025;3;908139;908;16
2025;4;999212;918;30
2025;4;942046;942;37
2025;4;918115;953;259
2025;4;999205;953;263
2025;3;980234;905;9
2025;3;906093;915;15
2025;4;915034;915;10
2025;4;999210;907;659
2025;3;907128;907;465
2025;3;910106;902;17
2025;3;910110;902;13
2025;3;910111;902;18
2025;3;910117;902;17
2025;3;999200;907;403
2025;4;999231;907;351
2025;4;900015;957;48
2025;3;957013;957;87
2025;4;999210;957;50
2025;3;942003;942;3
2025;3;925101;925;27
2025;4;977001;977;39
2025;4;949020;941;24
2025;3;929008;930;3
2025;3;958006;958;101
2025;4;958008;958;70
2025;4;999204;948;219
2025;3;918119;918;166
2025;3;919076;918;93
2025;3;905049;930;34
2025;4;905051;930;24
2025;3;999216;930;26
2025;4;910106;998;14
2025;3;926076;998;63
2025;4;951016;998;15
2025;4;999210;998;15
2025;3;999217;998;25
2025;3;918039;918;66
2025;3;918054;918;91
2025;3;918089;918;123
2025;3;907111;914;26
2025;3;999216;903;14
2025;3;999160;907;10
2025;3;941037;953;297
2025;3;953068;953;239
2025;3;700203;700;7
2025;3;980235;700;14
2025;3;904070;905;3
2025;3;905045;905;6
2025;4;960018;960;18
2025;3;918106;941;168
2025;4;941050;941;34
2025;3;956013;941;76
2025;3;953062;966;98
2025;4;999207;966;32
2025;3;912129;913;64
2025;3;908051;908;2
2025;3;908058;908;2
2025;3;908064;908;9
2025;4;999219;946;47
2025;4;999206;987;147
2025;3;999213;904;3
2025;4;999214;904;3
2025;3;910105;926;115
2025;3;926064;926;198
2025;3;999210;926;50
2025;3;912107;913;306
2025;3;999206;942;52
2025;3;999217;942;36
2025;3;918161;941;47
2025;3;904095;905;44
2025;3;905055;905;96
2025;3;907110;905;60
2025;3;907114;905;46
2025;3;999214;905;8
2025;3;999200;904;10
2025;4;925103;911;6
2025;3;910108;947;118
2025;3;900014;918;102
2025;4;949020;952;127
2025;4;908141;920;3
2025;4;994004;994;51
2025;3;905055;930;10
2025;3;918121;997;128
2025;3;918122;997;145
2025;3;919085;919;88
2025;4;919088;919;81
2025;3;910103;944;58
2025;3;904098;930;31
2025;3;906060;908;4
2025;3;908115;908;3
2025;3;980234;908;5
2025;4;946016;946;57
2025;3;914027;924;17
2025;4;999218;924;12
2025;4;918141;675;55
2025;3;919076;675;35
2025;4;997033;675;35
2025;3;980231;907;3
2025;3;987031;987;90
2025;3;918009;941;18
2025;3;918049;941;7
2025;3;918104;941;18
2025;3;919042;941;20
2025;3;953068;962;36
2025;3;962010;962;10
2025;4;962012;962;9
2025;4;999208;962;9
2025;3;918050;918;56
2025;4;999203;905;27
2025;3;900011;700;7
2025;3;980226;700;4
2025;4;919041;919;27
2025;4;919042;919;26
2025;3;947048;947;33
2025;3;948021;947;31
2025;3;999227;986;11
2025;3;912086;941;15
2025;3;919076;919;61
2025;3;919109;919;18
2025;4;999218;919;18
2025;4;904114;904;1
2025;4;904115;904;1
2025;3;948057;947;91
2025;4;919098;919;53
2025;3;999206;951;60
2025;4;906083;915;24
2025;4;918065;918;47
2025;3;918087;918;129
2025;3;999218;937;76
2025;3;912099;912;63
2025;3;912100;912;39
2025;3;913053;912;61
2025;3;904110;904;12
2025;3;999214;942;12
2025;4;906088;906;16
2025;4;906089;906;14
2025;4;986017;986;42
2025;3;918021;918;25
2025;3;949003;949;80
2025;3;999240;949;172
2025;3;946047;951;73
2025;4;951024;951;90
2025;4;926076;944;68
2025;4;999202;944;66
2025;4;919108;941;16
2025;4;999212;975;5
2025;3;913079;956;36
2025;4;910121;902;9
2025;3;918114;919;257
2025;3;918132;919;123
2025;4;906084;901;12
2025;3;960026;960;30
2025;3;999200;926;187
2025;4;946025;946;67
2025;4;961020;961;31
2025;3;999240;961;40
2025;3;941004;941;13
2025;3;918108;684;63
2025;3;967020;684;63
2025;3;967021;684;23
2025;3;967023;684;66
2025;3;912096;912;35
2025;3;918135;918;94
2025;4;916042;917;4
2025;3;904098;929;4
2025;3;904103;929;4
2025;4;999240;952;45
2025;4;966024;949;27
2025;3;967020;949;91
2025;3;963000;941;11
2025;4;997037;997;14
2025;3;999212;997;18
2025;3;999213;919;48
2025;4;912129;909;28
2025;3;919071;919;55
2025;3;919036;919;33
2025;3;999166;919;21
2025;4;946021;946;21
2025;3;999210;946;21
2025;4;907110;916;9
2025;3;918032;918;8
2025;3;918084;918;7
2025;4;999234;916;2
2025;4;999203;912;270
2025;3;700196;700;1
2025;3;945004;945;28
2025;3;945009;945;9
2025;3;999202;945;17
2025;3;999206;945;15
2025;3;999207;945;7
2025;3;999227;945;28
2025;3;937014;987;28
2025;4;987034;987;39
2025;3;999216;987;43
2025;4;999230;987;35
2025;4;919049;919;27
2025;3;999203;998;61
2025;3;999204;944;115
2025;3;910111;910;51
2025;3;918016;919;13
2025;3;925105;911;1
2025;3;918080;918;44
2025;3;953062;963;13
2025;3;999217;963;27
2025;4;905050;905;54
2025;3;999204;905;59
2025;3;904101;924;3
2025;3;904106;924;4
2025;3;947012;947;48
2025;4;947046;947;47
2025;4;909056;909;85
2025;3;912126;909;110
2025;3;999209;909;93
2025;3;918121;918;187
2025;4;999203;918;52
2025;4;999210;918;67
2025;4;999214;941;47
2025;4;905058;905;34
2025;3;953062;971;20
2025;4;999207;918;26
2025;3;999240;973;55
2025;4;925106;911;18
2025;4;925108;911;19
2025;4;999219;911;19
2025;3;913078;952;69
2025;4;999206;912;151
2025;4;999217;912;152
2025;3;999210;975;7
2025;3;937036;937;35
2025;4;999213;906;11
2025;3;999217;910;53
2025;3;912101;913;23
2025;3;913061;913;4
2025;3;904040;904;1
2025;3;904054;904;1
2025;3;904069;904;1
2025;3;904075;904;1
2025;3;980233;904;1
2025;3;919045;919;3
2025;3;908126;951;51
2025;4;951004;951;30
2025;3;918065;918;12
2025;3;918068;918;14
2025;3;918146;986;26
2025;4;986022;986;16
2025;3;914005;905;4
2025;3;980225;905;2
2025;3;986008;986;40
2025;4;949000;675;28
2025;3;912102;912;31
2025;4;700257;700;27
2025;4;999214;700;28
2025;3;999234;700;33
2025;4;935014;935;5
2025;3;918006;918;24
2025;3;944047;951;17
2025;3;946011;951;48
2025;4;951022;951;17
2025;4;999218;951;17
2025;4;967026;949;73
2025;4;999205;949;75
2025;3;936021;954;20
2025;4;941038;954;15
2025;3;953062;954;22
2025;4;967026;967;98
2025;4;966025;913;29
2025;4;999215;913;28
2025;3;912122;683;25
2025;3;912144;683;25
2025;4;954019;959;25
2025;3;954022;959;34
2025;3;912132;936;6
2025;4;954023;936;2
2025;4;999208;936;2
2025;3;900010;912;27
2025;3;910106;910;20
2025;3;910124;910;20
2025;3;910131;910;6
2025;3;999209;944;56
2025;4;999210;944;52
2025;3;969000;996;6
2025;3;970010;996;21
2025;3;971003;996;13
2025;3;989005;996;34
2025;4;996007;996;12
2025;4;999212;996;12
2025;3;938010;965;32
2025;3;999204;965;26
2025;3;999205;965;8
2025;4;999214;919;45
2025;4;999217;941;7
2025;4;908152;915;5
2025;4;912122;915;5
2025;4;918112;919;93
2025;3;912134;950;24
2025;4;950024;950;16
2025;3;910102;902;1
2025;3;999213;998;24
2025;3;999228;998;24
2025;4;904100;905;40
2025;4;999210;905;40
2025;3;999203;947;242
2025;3;916023;917;1
2025;3;916027;917;1
2025;3;912141;956;29
2025;3;956014;956;14
2025;3;999240;956;72
2025;4;919032;919;9
2025;3;918114;999;54
2025;3;918116;999;23
2025;4;999207;999;14
2025;4;913086;913;38
2025;4;994005;994;33
2025;4;999205;994;31
2025;3;999240;994;38
2025;4;907113;993;39
2025;3;907110;993;31
2025;3;907116;993;15
2025;3;993010;993;17
2025;3;999205;993;15
2025;3;912100;913;26
2025;3;913060;913;30
2025;3;913065;913;24
2025;4;910103;944;32
2025;3;907072;907;3
2025;3;906092;906;15
2025;3;999214;906;10
2025;3;700215;903;2
2025;3;993000;935;12
2025;4;999214;935;12
2025;4;963011;941;12
2025;4;999215;941;12
2025;3;912111;959;22
2025;3;941037;959;51
2025;3;954019;959;16
2025;3;954020;959;51
2025;4;954021;959;30
2025;3;925070;925;3
2025;3;980229;925;4
2025;3;926022;926;42
2025;3;999217;926;13
2025;4;949003;949;30
2025;4;999207;949;30
2025;3;934058;934;14
2025;3;973006;973;24
2025;4;973018;973;21
2025;3;999209;926;140
2025;4;926063;946;96
2025;3;925063;925;1
2025;3;925073;925;2
2025;3;684001;684;66
2025;3;999204;684;88
2025;4;941039;909;166
2025;3;904106;914;5
2025;4;913075;957;44
2025;4;999203;941;39
2025;3;999202;949;56
2025;3;700242;700;30
2025;3;900012;937;21
2025;3;937047;937;45
2025;3;937054;937;20
2025;3;925106;925;17
2025;4;925108;925;12
2025;4;997035;997;25
2025;3;900011;937;10
2025;3;934000;937;17
2025;3;934027;937;22
2025;3;934046;937;36
2025;3;926029;926;29
2025;3;999202;967;141
2025;4;967022;967;110
2025;3;999227;967;137
2025;4;913079;941;45
2025;3;937009;937;25
2025;3;999171;937;50
2025;3;914018;914;4
2025;3;916012;915;8
2025;3;916033;915;6
2025;3;934008;934;11
2025;4;907120;908;15
2025;3;912111;958;84
2025;4;912129;958;29
2025;4;912130;908;8
2025;3;912126;963;29
2025;3;912133;963;28
2025;3;999202;963;18
2025;4;999240;963;12
2025;3;999206;919;57
2025;3;953062;972;114
2025;3;972004;972;10
2025;3;906044;901;2
2025;3;912134;941;29
2025;4;999205;919;104
2025;4;999207;913;136
2025;3;912124;950;20
2025;3;918115;950;22
2025;4;999216;915;8
2025;3;999211;977;29
2025;3;918164;918;12
2025;4;999208;952;48
2025;4;912119;912;61
2025;4;912148;912;61
2025;3;912113;957;26
2025;3;934008;937;1
2025;3;934026;937;1
2025;3;937010;937;1
2025;3;980230;937;1
2025;3;987003;937;61
2025;3;973008;973;25
2025;3;912132;954;73
2025;3;904095;904;5
2025;4;912113;952;49
2025;4;913092;952;49
2025;3;700256;700;6
2025;3;999204;700;58
2025;4;999211;906;7
2025;3;918149;918;20
2025;3;907120;987;22
2025;3;999200;972;49
2025;4;999210;675;43
2025;4;910117;910;6
2025;4;999209;910;6
2025;4;907108;934;36
2025;4;934066;934;37
2025;3;999212;934;39
2025;3;951003;951;130
2025;4;912129;956;21
2025;3;912133;956;47
2025;3;958009;958;104
2025;3;908047;915;1
2025;3;916006;915;1
2025;3;916009;915;1
2025;3;918006;915;1
2025;3;999160;915;1
2025;3;934067;934;13
2025;3;908054;915;4
2025;3;908097;915;2
2025;3;908099;915;3
2025;3;908102;915;3
2025;3;999205;967;61
2025;3;912124;964;35
2025;3;966018;966;1
2025;3;999200;977;38
2025;3;999218;949;46
2025;4;999230;949;36
2025;3;908095;908;3
2025;3;908099;908;2
2025;3;980226;908;2
2025;4;999227;946;21
2025;3;912129;956;13
2025;3;987029;987;39
2025;3;963001;941;14
2025;3;912108;945;46
2025;4;999207;945;12
2025;3;999207;972;25
2025;3;934036;934;9
2025;4;914027;930;1
2025;3;980227;934;15
2025;3;916045;915;24
2025;4;916042;915;4
2025;4;999228;915;4
2025;3;999201;909;9
2025;4;700242;935;11
2025;4;999202;935;11
2025;3;949007;949;45
2025;3;999217;949;50
2025;3;910082;910;1
2025;3;980227;910;3
2025;4;918120;938;26
2025;4;944052;944;20
2025;4;993002;986;31
2025;4;972004;972;34
2025;3;999227;972;34
2025;3;999207;947;33
2025;4;999209;947;19
2025;4;900015;913;59
2025;3;980230;908;3
2025;3;946016;946;56
2025;3;912130;967;5
2025;4;951018;951;9
2025;4;999212;935;4
2025;3;999200;950;24
2025;3;900014;998;41
2025;3;926075;998;56
2025;3;977007;977;75
2025;3;999210;977;16
2025;4;999206;951;37
2025;3;999208;952;15
2025;3;906086;916;8
2025;3;907111;916;13
2025;3;916042;916;6
2025;3;916051;916;3
2025;4;916056;916;3
2025;3;999205;916;5
2025;3;919081;999;3
2025;3;999212;926;40
2025;3;975003;975;7
2025;4;999227;975;5
2025;3;918010;918;6
2025;4;999227;994;7
2025;3;900015;952;49
2025;3;912113;952;22
2025;3;912067;912;21
2025;3;999134;912;19
2025;3;907142;931;9
2025;3;999209;977;55
2025;3;999202;997;58
2025;3;918108;999;8
2025;3;912132;949;13
2025;3;967022;949;30
2025;3;999216;949;13
2025;4;909059;909;54
2025;4;999202;909;52
2025;4;910120;910;28
2025;3;999200;918;62
2025;4;999202;918;36
2025;3;949020;964;25
2025;3;999206;964;21
2025;3;918106;676;91
2025;3;919078;676;34
2025;3;999206;676;14
2025;4;951001;998;8
2025;3;937013;946;13
2025;4;946040;946;18
2025;4;954024;954;19
2025;4;967021;949;16
2025;3;999205;949;24
2025;4;967021;684;25
2025;4;999209;949;19
2025;3;999207;675;12
2025;3;999205;909;44
2025;4;999206;909;35
2025;3;910103;998;23
2025;3;900015;957;12
2025;4;989001;996;25
2025;4;935008;936;9
2025;3;912102;913;16
2025;3;999205;918;39
2025;3;912129;941;21
2025;3;700255;935;10
2025;3;700257;935;10
2025;3;935009;969;27
2025;3;969003;969;21
2025;4;969005;969;12
2025;3;999204;956;49
2025;4;491317;4913;1
2025;3;495301;4913;1
2025;4;977002;977;82
2025;4;969009;969;12
2025;4;999209;977;19
2025;3;972005;972;8
2025;4;999202;947;79
2025;4;959016;972;13
2025;3;999205;972;13
2025;3;986007;986;24
2025;3;986012;986;14
2025;3;986025;986;3
2025;3;999212;986;5
2025;4;953067;959;8
2025;3;999202;947;72
2025;3;914034;914;17
2025;4;999214;914;16
2025;3;945015;945;4
2025;4;945018;945;4
2025;3;958002;941;7
2025;3;966030;975;51
2025;3;912132;938;12
2025;3;968004;968;4
2025;3;968008;968;6
2025;3;999207;957;21
2025;3;949012;949;19
2025;4;912108;958;61
2025;4;999215;949;12
2025;4;912130;915;16
2025;4;906074;906;12
2025;4;999202;906;12
2025;4;989000;996;66
2025;4;918135;919;20
2025;3;912121;969;38
2025;4;999206;945;3
2025;3;958002;958;1
2025;3;999206;962;5
2025;3;945013;945;17
2025;3;999213;945;15
2025;3;999205;964;14
2025;4;937013;964;12
2025;3;961020;964;15
2025;4;963006;964;12
2025;3;980230;914;5
2025;3;999203;944;32
2025;4;999204;676;35
2025;3;912145;965;14
2025;4;965010;965;9
2025;3;980230;906;3
2025;3;980229;910;3
2025;4;999203;684;82
2025;3;934033;934;1
2025;3;904102;914;17
2025;4;999212;914;11
2025;4;963001;941;13
2025;3;700233;700;2
2025;3;948048;947;54
2025;3;993012;993;13
2025;4;919095;676;17
2025;3;999202;993;28
2025;3;945005;936;7
2025;4;918123;999;47
2025;3;999204;937;38
2025;3;999209;937;34
2025;3;908090;908;1
2025;3;908092;908;1
2025;3;914002;905;2
2025;3;912115;962;5
2025;3;962009;962;9
2025;4;919080;675;29
2025;3;938009;938;1
2025;3;953056;938;1
2025;3;908078;960;1
2025;3;906078;901;1
2025;3;906093;901;1
2025;4;966037;966;97
2025;4;908148;920;6
2025;3;941039;997;22
2025;4;945005;936;2
2025;4;949020;963;50
2025;3;980224;905;2
2025;4;967021;975;17
2025;3;912121;971;7
2025;3;997035;997;37
2025;4;999207;683;9
2025;4;952011;952;15
2025;3;999207;952;18
2025;4;999228;952;15
2025;3;999171;906;5
2025;3;904095;914;19
2025;3;900014;975;32
2025;4;966024;975;23
2025;4;996005;996;2
2025;4;993001;993;16
2025;3;993004;993;21
2025;3;999209;993;17
2025;3;961021;961;10
2025;4;999213;993;12
2025;4;905052;905;15
2025;3;999201;953;4
2025;4;953066;962;34
2025;3;916011;917;1
2025;3;980240;917;1
2025;4;907112;700;12
2025;4;999231;700;12
2025;3;966031;684;4
2025;3;976000;684;4
2025;3;919012;919;5
2025;3;947027;947;14
2025;3;999218;947;14
2025;3;906055;901;1
2025;3;964008;964;6
2025;4;999261;938;8
2025;3;908152;915;13
2025;3;999212;998;8
2025;3;999207;684;11
2025;4;491239;4909;9
2025;4;499244;4909;9
2025;3;999240;4909;9
2025;3;999210;958;31
2025;3;942000;942;4
2025;3;977006;977;6
2025;3;910073;910;2
2025;3;980233;910;2
2025;4;907113;906;5
2025;4;999206;915;4
2025;4;919076;999;3
2025;3;967026;999;9
2025;4;999206;999;5
2025;3;961002;964;2
2025;4;999202;914;14
2025;3;944032;944;4
2025;3;906068;919;2
2025;4;999214;925;16
2025;3;980231;908;1
2025;4;999230;945;3
2025;3;964012;964;5
2025;3;967014;967;1
2025;3;942005;942;3
2025;3;987039;934;18
2025;3;999214;904;3
2025;3;906051;906;4
2025;3;980238;906;2
2025;4;973010;973;15
2025;3;999205;973;16
2025;3;951000;951;6
2025;4;959022;959;7
2025;3;947019;947;6
2025;3;965010;965;6
2025;4;999217;944;14
2025;4;936021;936;4
2025;3;925050;925;2
2025;4;700250;700;10
2025;4;999233;700;10
2025;3;969000;969;12
2025;4;900015;938;8
2025;4;912141;938;7
2025;4;912112;945;17
2025;4;936016;945;17
2025;4;954018;945;17
2025;3;906047;906;3
2025;3;934018;934;3
2025;3;999219;931;7
2025;3;999214;945;2
2025;3;700196;942;2
2025;4;999219;916;2
2025;4;907110;906;42
2025;4;912121;941;13
2025;3;908147;915;13
2025;3;999211;908;9
2025;3;914032;930;2
2025;4;953068;961;12
2025;3;961033;961;15
2025;4;999207;961;12
2025;3;959021;959;17
2025;3;900015;938;4
2025;3;962011;938;5
2025;3;904072;914;2
2025;4;919089;999;6
2025;4;919090;999;7
2025;4;999204;950;17
2025;4;989011;996;11
2025;4;904117;904;5
2025;4;999210;904;5
2025;4;999209;969;7
2025;3;936023;936;4
2025;3;490001;4912;8
2025;4;499244;4912;8
2025;4;912143;4912;8
2025;3;904040;905;1
2025;3;960020;960;23
2025;4;963007;963;25
2025;3;999209;963;25
2025;4;912111;963;13
2025;4;949000;676;16
2025;4;966024;966;56
2025;3;994005;994;6
2025;3;913075;938;3
2025;3;938011;938;8
2025;4;999207;914;18
2025;3;966029;975;33
2025;3;999204;935;16
2025;4;910125;910;8
2025;4;907115;925;14
2025;3;913025;913;10
2025;3;913036;913;10
2025;4;914034;914;5
2025;3;999211;938;6
2025;3;916052;916;9
2025;3;916053;916;8
2025;4;999214;916;6
2025;4;999209;986;15
2025;4;999236;908;3
2025;4;999211;964;3
2025;4;999205;999;36
2025;4;999213;947;4
2025;3;977014;977;3
2025;3;906038;906;1
2025;3;906045;906;1
2025;4;999207;916;1
2025;3;912115;936;1
2025;4;925094;925;10
2025;4;914032;904;2
2025;3;916056;916;3
2025;4;999218;929;2
2025;3;919076;968;24
2025;3;999204;904;16
2025;4;959016;968;19
2025;4;912126;956;17
2025;4;918108;999;31
2025;4;965009;936;3
2025;3;999211;936;3
2025;3;968011;968;2
2025;3;905054;930;1
2025;4;999220;968;1
2025;4;912115;950;13
2025;4;999210;950;13
2025;3;900014;961;34
2025;3;961027;961;43
2025;3;910047;910;1
2025;3;910059;910;1
2025;3;910066;910;1
2025;3;999210;971;2
2025;4;999240;916;2
2025;3;983000;983;1
2025;4;999233;910;4
2025;3;906066;901;1
2025;3;909052;909;1
2025;4;912123;996;31
2025;4;996001;996;32
2025;4;999204;996;32
2025;4;999240;996;32
2025;4;904097;914;10
2025;4;912103;912;2
2025;3;961026;961;2
2025;4;941041;683;6
2025;3;999207;965;4
2025;4;999209;965;2
2025;3;999202;961;13
2025;3;999228;965;13
2025;3;906099;982;1
2025;3;999233;982;1
2025;4;900015;914;5
2025;3;999152;913;9
2025;3;934052;937;1
2025;4;918108;975;22
2025;4;999240;975;22
2025;4;916049;916;3
2025;4;918129;916;3
2025;4;999227;997;13
2025;4;968005;968;3
2025;4;906089;916;2
2025;4;910110;910;7
2025;4;969004;969;7
2025;3;999205;969;7
2025;4;918115;71;1
2025;3;999200;934;8
2025;3;999205;934;8
2025;3;925105;981;1
2025;4;935009;993;4
2025;4;999206;993;4
2025;4;969000;971;1
2025;4;938018;938;1
2025;4;938020;938;1
2025;3;907111;921;1
2025;3;907120;921;1
2025;3;914031;924;1
2025;3;929017;924;1
2025;4;960022;960;9
2025;4;945002;945;12
2025;4;935008;935;2
2025;3;999161;941;2
2025;4;912132;962;2
2025;4;999206;962;2
2025;4;993000;993;3
2025;3;912111;683;3
2025;4;912139;683;2
2025;4;912130;942;1
2025;4;491241;4912;4
2025;3;919009;919;3
2025;4;999204;915;6
2025;4;966024;968;9
2025;4;968000;968;9
2025;3;999200;968;9
2025;3;912067;916;1
2025;3;912072;916;1
2025;3;916002;916;1
2025;3;916014;916;1
2025;3;916017;916;1
2025;3;916018;916;1
2025;3;916020;916;1
2025;3;916027;916;1
2025;3;918011;916;1
2025;3;980226;916;1
2025;3;980227;916;1
2025;3;980237;916;1
2025;3;918038;941;1
2025;3;953062;967;1
2025;3;907124;925;1
2025;4;900014;676;1
2025;4;918132;676;1
2025;4;999200;684;1
2025;4;906074;901;1
2025;4;910110;902;1
2025;4;910111;902;1
2025;4;900014;906;1
2025;4;999200;907;1
2025;4;900014;908;1
2025;4;908127;908;1
2025;4;925096;911;1
2025;4;925097;911;1
2025;4;925098;911;1
2025;4;900014;917;1
2025;4;900014;920;1
2025;4;908130;920;1
2025;4;908151;920;1
2025;4;900014;929;1
2025;4;904098;930;1
2025;4;700239;935;1
2025;4;914026;938;1
2025;4;999200;941;1
2025;4;900014;945;1
2025;4;900014;946;1
2025;4;966025;949;1
2025;4;967020;949;1
2025;4;999200;950;1
2025;4;926075;951;1
2025;4;941037;952;1
2025;4;999200;953;1
2025;4;900014;957;1
2025;4;912122;957;1
2025;4;999200;959;1
2025;4;900014;960;1
2025;4;900014;961;1
2025;4;900014;964;1
2025;4;938010;965;1
2025;4;966025;967;1
2025;4;935009;969;1
2025;4;912123;971;1
2025;4;999200;972;1
2025;4;900014;975;1
2025;4;966025;975;1
2025;4;999200;996;1
2025;4;900014;999;1
2025;4;490001;4912;1
2025;4;499241;4913;1
2025;3;907113;907;311
2025;3;907129;907;637
2025;3;999240;942;122
2025;4;999206;907;231
2025;3;912126;950;35
2025;3;912132;913;206
2025;4;913078;913;72
2025;3;999205;913;141
2025;3;987003;987;757
2025;4;987011;987;250
2025;4;700256;935;2
2025;3;912054;907;15
2025;3;907136;907;658
2025;3;905051;930;43
2025;4;913087;913;129
2025;4;907144;931;58
2025;4;907145;931;58
2025;3;999215;931;60
2025;3;999200;987;309
2025;4;999203;987;225
2025;4;949020;912;684
2025;3;905059;905;39
2025;4;914027;905;36
2025;4;999225;905;35
2025;3;999236;905;41
2025;3;906086;906;24
2025;4;906093;906;30
2025;4;999225;906;27
2025;4;912115;954;23
2025;4;913093;913;106
2025;3;999218;913;107
2025;3;918159;918;78
2025;3;918160;918;90
2025;4;999215;907;178
2025;3;907120;700;101
2025;3;999203;700;64
2025;4;919093;917;4
2025;3;999215;917;7
2025;4;999216;917;3
2025;4;906086;908;9
2025;3;908145;908;29
2025;3;999203;908;28
2025;4;999225;908;11
2025;3;999234;908;14
2025;4;918156;918;63
2025;3;918129;917;19
2025;3;906060;906;1
2025;4;918161;997;34
2025;4;908159;948;689
2025;3;918106;948;717
2025;3;918111;948;1000
2025;3;948013;948;95
2025;4;948021;948;52
2025;3;999214;948;58
2025;3;907128;931;166
2025;4;999219;931;164
2025;3;906085;901;13
2025;3;907112;925;51
2025;3;999233;925;28
2025;4;700257;903;19
2025;3;999234;903;19
2025;4;907119;906;18
2025;3;948007;948;283
2025;3;999240;700;92
2025;3;900012;913;20
2025;3;913058;913;31
2025;3;999225;908;7
2025;4;912123;912;77
2025;3;953068;912;149
2025;4;944003;944;67
2025;4;912140;912;269
2025;3;913074;912;360
2025;4;941038;912;274
2025;4;918115;948;353
2025;3;900014;931;68
2025;3;937013;987;513
2025;3;907051;907;21
2025;4;907144;907;655
2025;3;999213;907;662
2025;4;999214;907;660
2025;3;907092;907;28
2025;3;909057;909;42
2025;3;909058;909;160
2025;3;909060;909;137
2025;3;925094;909;197
2025;4;907110;907;1113
2025;3;999202;971;8
2025;4;999203;971;7
2025;4;999204;971;7
2025;4;906076;901;10
2025;3;912144;958;196
2025;3;961019;951;447
2025;3;938020;938;11
2025;4;999235;938;11
2025;4;913076;954;113
2025;4;949020;954;113
2025;4;912119;913;24
2025;3;907088;907;10
2025;4;918059;941;16
2025;3;941033;941;20
2025;4;948061;948;55
2025;3;907071;931;3
2025;3;907107;931;8
2025;3;900014;948;480
2025;4;918121;948;202
2025;3;999171;934;25
2025;4;999240;912;347
2025;3;918122;675;156
2025;3;912121;909;72
2025;3;912110;912;227
2025;3;912116;912;165
2025;3;999218;912;168
2025;3;999215;913;64
2025;4;904101;924;28
2025;4;914035;924;28
2025;3;918121;986;64
2025;4;986006;986;22
2025;3;984002;902;1
2025;3;999202;700;38
2025;3;949011;949;55
2025;4;949014;949;39
2025;4;963006;953;53
2025;3;900010;913;13
2025;4;948009;948;402
2025;3;900015;977;57
2025;3;934062;977;146
2025;4;919111;919;75
2025;3;918018;919;18
2025;3;919052;919;4
2025;3;919059;919;5
2025;3;919061;919;69
2025;3;919065;919;60
2025;4;926071;926;52
2025;3;999200;993;23
2025;3;999203;993;41
2025;3;946027;946;70
2025;3;999227;946;61
2025;3;999155;913;27
2025;4;986030;986;18
